Reading lines...
Read 6185 sentence pairs
Counting words...
Counted words:
ALL_SRC 129
ALL_TAR 31
Reading lines...
Read 4948 sentence pairs
Counting words...
Counted words:
TRAIN_SRC 129
TRAIN_TAR 31
sentence, trueltl, rank, variants, goodvariants
"move to the orange room .", "F ( orange_room )", 0, 100, 14
"move to landmark one after moving to the first floor .", "F ( first_floor & F ( landmark_1 ) )", 0, 100, 43
"move to the yellow room first then travel to landmark one .", "F ( yellow_room & F ( landmark_1 ) )", 0, 100, 49
"go to the purple room and then navigate to the red room .", "F ( purple_room & F ( red_room ) )", 0, 100, 51
"go to the green room by first visiting landmark three .", "F ( landmark_3 & F ( green_room ) )", 0, 100, 46
"go to landmark two and then go to the third floor .", "F ( landmark_2 & F ( third_floor ) )", 0, 100, 32
"move to the yellow room without leaving the third floor .", "F ( yellow_room ) & G ( third_floor )", 0, 100, 35
"go to the yellow room then go to landmark two .", "F ( yellow_room & F ( landmark_2 ) )", 0, 100, 51
"go to the yellow room without going to the green room .", "F ( yellow_room & ~green_room )", 0, 100, 34
"remain on the second floor and move to the purple room .", "F ( purple_room ) & G ( second_floor )", 0, 100, 44
"go from twond floor to yellow room .", "F ( third_floor & F ( yellow_room ) )", 0, 100, 49
"go to landmark one avoiding the first and third floors .", "F ( landmark_1 ) & G ( first_floor )", 1, 100, 34
"go from twond floor to orange room .", "F ( first_floor & F ( orange_room ) )", 2, 100, 53
"go to the blue room while avoiding landmark two", "F ( blue_room & ~landmark_2 )", 0, 100, 38
"go from the twond floor to the orange room", "F ( second_floor & F ( orange_room ) )", 1, 100, 48
"go through the purple room and navigate to the second floor .", "F ( purple_room & F ( second_floor ) )", 0, 100, 43
"first go to landmark two then go to the green room .", "F ( landmark_2 & F ( green_room ) )", 0, 100, 41
"go from the first floor to the yellow room", "F ( first_floor & F ( yellow_room ) )", 0, 100, 43
"go through the red room to landmark one .", "F ( red_room & F ( landmark_1 ) )", 0, 100, 58
"go to or through the twond floor always avoid going through the blue room", "~ ( blue_room ) U ( third_floor )", 0, 100, 61
"go to the second floor but never go to the blue room .", "F ( second_floor & ~blue_room )", 1, 100, 48
"move to the orange room but ensure to go to the twond floor first .", "F ( third_floor & F ( orange_room ) )", 2, 100, 69
"head to the green room but make sure to go through the purple room first .", "F ( purple_room & F ( green_room ) )", 0, 100, 40
"go through landmark three before going to the yellow room .", "F ( landmark_3 & F ( yellow_room ) )", 0, 100, 50
"go to the blue room while avoiding the purple room and if you have reached the blue room then you can go to the purple room .", "~ ( purple_room ) U ( blue_room )", 0, 100, 48
"go to landmark two always avoiding the red room .", "F ( landmark_2 & ~red_room )", 0, 100, 46
"go to the third floor by first going through the red room .", "F ( red_room & F ( third_floor ) )", 0, 100, 53
"go to the purple room through the twond floor", "F ( second_floor & F ( purple_room ) )", 2, 100, 57
"avoid the yellow room until reaching the first floor .", "~ ( yellow_room ) U ( first_floor )", 0, 100, 45
"go to the third floor without going through the yellow room . if you reached the third floor then you can go to the yellow room or be done .", "~ ( yellow_room ) U ( third_floor )", 0, 100, 35
"navigate to the purple room before you go to landmark three .", "F ( purple_room & F ( landmark_3 ) )", 0, 100, 46
"go to the red room avoiding landmark two .", "F ( red_room & ~landmark_2 )", 0, 100, 34
"navigate to the second floor before going to the blue room .", "F ( second_floor & F ( blue_room ) )", 0, 100, 47
"go to landmark three while always avoiding the green room .", "F ( landmark_3 & ~green_room )", 0, 100, 18
"go to the yellow room while always avoiding landmark three", "F ( yellow_room & ~landmark_3 )", 0, 100, 57
"go to the second floor always avoiding the purple room .", "F ( second_floor & ~purple_room )", 0, 100, 44
"avoid the yellow room until you go through the purple room .", "~ ( yellow_room ) U ( purple_room )", 4, 100, 61
"go through the first floor to landmark one .", "F ( first_floor & F ( landmark_1 ) )", 0, 100, 44
"go to or through the green room always avoid going to the green room through the orange room", "~ ( orange_room ) U ( green_room )", 0, 100, 57
"go to landmark three and remain within the red room .", "F ( landmark_3 ) & G ( red_room )", 0, 100, 31
"go to the orange room without going to the yellow room", "F ( orange_room & ~yellow_room )", 0, 100, 38
"go to the blue room only through the onest floor", "F ( blue_room ) & G ( second_floor )", 2, 100, 51
"go to landmark three after navigating to the second floor .", "F ( second_floor & F ( landmark_3 ) )", 0, 100, 47
"go to the first floor but avoid the red room .", "F ( first_floor & ~red_room )", 0, 100, 47
"go to the purple room and go down to the onest floor .", "F ( purple_room & F ( first_floor ) )", 0, 100, 44
"go through the green room to the first floor .", "F ( green_room & F ( first_floor ) )", 0, 100, 39
"proceed to the yellow room by going through the red room .", "F ( red_room & F ( yellow_room ) )", 0, 100, 61
"go to the yellow room avoiding the purple room . only if you reached the yellow room then you may proceed to the purple room .", "~ ( purple_room ) U ( yellow_room )", 0, 100, 63
"stay in the green room to navigate to landmark three .", "F ( landmark_3 ) & G ( green_room )", 0, 100, 33
"go to landmark two without changing floors .", "F ( landmark_2 ) & G ( first_floor )", 1, 100, 40
"go through the yellow room before going to the green room .", "F ( yellow_room & F ( green_room ) )", 1, 100, 63
"go to the first floor .", "F ( first_floor )", 0, 100, 20
"go to the yellow room by touching the green room .", "F ( green_room & F ( yellow_room ) )", 1, 100, 65
"avoid the yellow room until you enter the purple room .", "~ ( yellow_room ) U ( purple_room )", 0, 100, 64
"avoid the blue room on your way to landmark one .", "~ ( blue_room ) U ( landmark_1 )", 0, 100, 53
"go to the yellow room while avoiding the red room and if you have reached the yellow room then you can go to the red room .", "~ ( red_room ) U ( yellow_room )", 4, 100, 51
"stay in the orange room to get to landmark one .", "F ( landmark_1 ) & G ( orange_room )", 0, 100, 27
"proceed to landmark one but never move outside of the red room .", "F ( landmark_1 ) & G ( red_room )", 0, 100, 41
"go to the orange room only through the onest floor", "F ( orange_room ) & G ( first_floor )", 1, 100, 48
"go to the orange room and then go to landmark two .", "F ( orange_room & F ( landmark_2 ) )", 0, 100, 46
"always avoid the green room and go to the red room .", "F ( red_room & ~green_room )", 0, 100, 35
"always go to landmark three before landmark two .", "F ( landmark_3 & F ( landmark_2 ) )", 1, 100, 46
"go to the first floor and then go to the second floor .", "F ( first_floor & F ( second_floor ) )", 0, 100, 36
"always navigate to green room and then proceed to third floor .", "F ( green_room & F ( third_floor ) )", 0, 100, 35
"always avoid the orange room and navigate to the third floor .", "F ( third_floor & ~orange_room )", 0, 100, 44
"go to or through the purple room always avoid going to the purple room through landmark three", "~ ( landmark_3 ) U ( purple_room )", 0, 100, 30
"always avoid going to landmark two through the red room", "~ ( red_room ) U ( landmark_2 )", 3, 100, 71
"always go through the green room before going to landmark two .", "F ( green_room & F ( landmark_2 ) )", 0, 100, 27
"stay away from the green room and go to landmark two .", "F ( landmark_2 & ~green_room )", 0, 100, 14
"go from the third floor to the yellow room .", "F ( third_floor & F ( yellow_room ) )", 0, 100, 41
"go to the second floor via the purple room .", "F ( purple_room & F ( second_floor ) )", 0, 100, 32
"go to or through the green room always avoid going to the green room through the purple room", "~ ( purple_room ) U ( green_room )", 0, 100, 49
"head to landmark one after going to the yellow room .", "F ( yellow_room & F ( landmark_1 ) )", 0, 100, 58
"go to the red room by first visiting landmark one .", "F ( landmark_1 & F ( red_room ) )", 0, 100, 59
"go to the orange room while avoiding landmark three", "F ( orange_room & ~landmark_3 )", 0, 100, 31
"always avoid the green room go to landmark one .", "F ( landmark_1 & ~green_room )", 0, 100, 25
"move to the orange room first then travel to landmark two .", "F ( orange_room & F ( landmark_2 ) )", 0, 100, 47
"first go to to landmark one then go to the blue room .", "F ( landmark_1 & F ( blue_room ) )", 0, 100, 44
"go through the green room and navigate to the first floor .", "F ( green_room & F ( first_floor ) )", 0, 100, 52
"go to the second floor but do not go through the blue room first .", "~ ( blue_room ) U ( second_floor )", 0, 100, 50
"go to the blue room without touching landmark three .", "F ( blue_room & ~landmark_3 )", 0, 100, 62
"go to the orange room by first visiting landmark three .", "F ( landmark_3 & F ( orange_room ) )", 0, 100, 58
"always avoid landmark three and navigate to the red room .", "F ( red_room & ~landmark_3 )", 0, 100, 66
"travel through the purple room then go to the yellow room .", "F ( purple_room & F ( yellow_room ) )", 0, 100, 52
"go to landmark two while always avoiding the green room .", "F ( landmark_2 & ~green_room )", 0, 100, 25
"avoid the red room and go to the second floor . if you reached the second floor then you may go to the red room or just stay on the second floor .", "~ ( red_room ) U ( second_floor )", 0, 100, 46
"stay away from the blue room and go to landmark one .", "F ( landmark_1 & ~blue_room )", 0, 100, 28
"head to landmark three after going to the purple room .", "F ( purple_room & F ( landmark_3 ) )", 0, 100, 68
"go to the first floor and avoid the purple room .", "F ( first_floor & ~purple_room )", 0, 100, 38
"always go through the yellow room before going to landmark one .", "F ( yellow_room & F ( landmark_1 ) )", 0, 100, 22
"head to the yellow room and then head to the first floor .", "F ( yellow_room & F ( first_floor ) )", 0, 100, 35
"go to the red room while always avoiding the blue room", "F ( red_room & ~blue_room )", 0, 100, 40
"go through the red room to the purple room .", "F ( red_room & F ( purple_room ) )", 4, 100, 69
"go to the blue room avoiding landmark three . if you reached the blue room then you may go to landmark three .", "~ ( landmark_3 ) U ( blue_room )", 0, 100, 42
"go to the second floor always avoiding the blue room .", "F ( second_floor & ~blue_room )", 0, 100, 44
"navigate to the yellow room always avoiding the green room .", "F ( yellow_room & ~green_room )", 0, 100, 37
"avoid landmark three and move into the purple room .", "F ( purple_room & ~landmark_3 )", 0, 100, 63
"go to the third floor avoiding the orange room . if you get to third floor you can then proceed to the orange room", "~ ( orange_room ) U ( third_floor )", 0, 100, 30
"move to the first floor without entering the yellow room .", "F ( first_floor & ~yellow_room )", 0, 100, 57
"always avoid the yellow room go to the second floor .", "F ( second_floor & ~yellow_room )", 0, 100, 54
"go to the orange room but avoid landmark two . if you reached to the orange room then you can head to landmark two or stay put .", "~ ( landmark_2 ) U ( orange_room )", 1, 100, 46
"move to the second floor travelling through landmark three .", "F ( landmark_3 & F ( second_floor ) )", 0, 100, 27
"move to the green room first then travel to landmark one .", "F ( green_room & F ( landmark_1 ) )", 0, 100, 46
"go to landmark two and avoid the green room", "F ( landmark_2 & ~landmark_3 )", 9, 100, 25
"navigate to the first floor but do n t ever go to landmark three .", "F ( first_floor & ~landmark_3 )", 1, 100, 56
"go to landmark two by only navigating within the red room .", "F ( landmark_2 ) & G ( red_room )", 0, 100, 38
"go to the purple room via landmark two .", "F ( landmark_2 & F ( purple_room ) )", 0, 100, 35
"go to the orange room while always avoiding the yellow room", "F ( orange_room & ~yellow_room )", 0, 100, 40
"go to the second floor then move to the orange room .", "F ( second_floor & F ( orange_room ) )", 0, 100, 49
"avoid the orange room and go to landmark three", "F ( landmark_3 & ~orange_room )", 0, 100, 31
"move to the second floor by going through the purple room", "F ( purple_room & F ( second_floor ) )", 0, 100, 32
"move to landmark one without entering the green room . then you may stay at landmark one or go to the green room .", "~ ( green_room ) U ( landmark_1 )", 0, 100, 52
